step,timestamp,price,action,cost,new_position,balance
620,2022-01-26 20:00:00,16229.340097064774,-0.14344942569732666,0.9312358065482151,0.09865248203277588,9967.557124436806
638,2022-01-27 14:00:00,20086.309370245504,0.10210037231445312,0.8203278660501417,0.2512691020965576,9966.736796570756
639,2022-01-27 15:00:00,19081.601125644975,-0.10015285015106201,0.764430695271623,0.1511162519454956,9965.972365875485
640,2022-01-27 16:00:00,19042.46453283689,0.12511193752288818,0.9529758531656414,0.2762281894683838,9965.019390022318
641,2022-01-27 17:00:00,17608.397345363534,-0.11640036106109619,0.8198495234830253,0.1598278284072876,9964.199540498836
711,2022-01-30 15:00:00,4711.606440527199,-0.13042044639587402,0.24579592608609296,0.10878252983093262,9963.95374457275
725,2022-01-31 05:00:00,811.3886670531679,-0.15827596187591553,0.05136932869322285,0.1451810598373413,9963.902375244055
733,2022-01-31 13:00:00,541.1246997524173,-0.18017137050628662,0.03899807150767836,0.05651199817657471,9963.863377172547
734,2022-01-31 14:00:00,437.436155532613,0.13269996643066406,0.023219105261894597,0.18921196460723877,9963.840158067285
786,2022-02-02 18:00:00,-12674.323575611332,-0.10193324089050293,-0.5167739512627881,0.0373610258102417,9964.356932018549
797,2022-02-03 05:00:00,-13095.713586754919,-0.10563910007476807,-0.5533677592566811,0.06124615669250488,9964.910299777806
802,2022-02-03 10:00:00,-11985.99687007412,0.10767662525177002,-0.5162446772991438,0.10231125354766846,9965.426544455106
809,2022-02-03 17:00:00,-12024.567279920933,-0.12069535255432129,-0.5805237548652853,0.017572760581970215,9966.00706820997
813,2022-02-03 21:00:00,-13279.181293075193,0.10875427722930908,-0.5776671054901419,0.1283271312713623,9966.58473531546
816,2022-02-04 00:00:00,-11126.18787574317,-0.12301027774810791,-0.5474541843491192,-0.004063129425048828,9967.13218949981
872,2022-02-06 08:00:00,-4945.911225925309,0.1355290412902832,-0.26812584270260253,0.20349812507629395,9967.400315342511
876,2022-02-06 12:00:00,-4687.850181833892,0.11851334571838379,-0.22222912371026735,0.12968683242797852,9967.622544466221
887,2022-02-06 23:00:00,1221.6321073256522,0.11574161052703857,0.056557467029364414,0.19038856029510498,9967.565986999192
888,2022-02-07 00:00:00,-902.9376750526113,-0.11340057849884033,-0.04095746187974562,0.07698798179626465,9967.606944461071
923,2022-02-08 11:00:00,-6919.6100244534655,0.12507009506225586,-0.3461745134208534,0.17391514778137207,9967.953118974492
931,2022-02-08 19:00:00,-7474.431634580317,-0.15214335918426514,-0.4548740547512749,0.07979702949523926,9968.407993029243
935,2022-02-08 23:00:00,-6517.416978759494,0.1338275671005249,-0.3488840232188146,0.1735774278640747,9968.756877052461
974,2022-02-10 14:00:00,-3165.441482480875,-0.10295194387435913,-0.1303553415367757,-0.001346886157989502,9968.887232393998
1018,2022-02-12 10:00:00,-5352.980383161215,-0.10979557037353516,-0.23509341374701218,-0.006725192070007324,9969.122325807744
1027,2022-02-12 19:00:00,-5760.7987022704365,-0.10453736782073975,-0.24088749315219393,0.07130706310272217,9969.363213300896
1034,2022-02-13 02:00:00,-5493.98913277933,-0.10575270652770996,-0.23240168817009613,0.06374931335449219,9969.595614989066
1082,2022-02-15 02:00:00,-8388.91353893152,0.11656665802001953,-0.39114704626085695,0.12706828117370605,9969.986762035327
1089,2022-02-15 09:00:00,-4606.120576321623,0.10838830471038818,-0.19969984022365478,0.13374745845794678,9970.18646187555
1121,2022-02-16 17:00:00,-3516.2907035891153,-0.1070547103881836,-0.15057419316535803,0.03181779384613037,9970.337036068715
1122,2022-02-16 18:00:00,-3648.436454068777,0.15800952911376953,-0.23059509044356744,0.1898273229598999,9970.567631159158
