,balance,position,action
189,9975.6568257005,-1.0000002449534124,[-1.]
190,9975.6568257005,-1.0000002449534124,[-1.]
191,9975.6568257005,-1.0000002449534124,[-1.]
192,9975.6568257005,-1.0000002449534124,[-1.]
193,9975.6568257005,-1.0000002449534124,[-1.]
194,9975.6568257005,-1.0000002449534124,[-1.]
195,9975.6568257005,-1.0000002449534124,[-1.]
196,9975.6568257005,-1.0000002449534124,[-1.]
197,9975.6568257005,-1.0000002449534124,[-1.]
198,9975.6568257005,-1.0000002449534124,[-1.]
199,9975.6568257005,-1.0000002449534124,[-1.]
200,9975.6568257005,-1.0000002449534124,[-1.]
201,9975.6568257005,-1.0000002449534124,[-1.]
202,9975.6568257005,-1.0000002449534124,[-1.]
203,9975.6568257005,-1.0000002449534124,[-1.]
204,9975.6568257005,-1.0000002449534124,[-1.]
205,9975.6568257005,-1.0000002449534124,[-1.]
206,9975.6568257005,-1.0000002449534124,[-1.]
207,9975.6568257005,-1.0000002449534124,[-1.]
208,9975.6568257005,-1.0000002449534124,[-1.]
209,9975.6568257005,-1.0000002449534124,[-1.]
210,9975.6568257005,-1.0000002449534124,[-1.]
211,9975.6568257005,-1.0000002449534124,[-1.]
212,9975.6568257005,-1.0000002449534124,[-1.]
213,9975.6568257005,-1.0000002449534124,[-1.]
214,9975.6568257005,-1.0000002449534124,[-1.]
215,9975.6568257005,-1.0000002449534124,[-1.]
216,9975.6568257005,-1.0000002449534124,[-1.]
217,9975.6568257005,-1.0000002449534124,[-1.]
218,9975.6568257005,-1.0000002449534124,[-1.]
219,9975.6568257005,-1.0000002449534124,[-1.]
220,9975.6568257005,-1.0000002449534124,[-1.]
221,9975.6568257005,-1.0000002449534124,[-1.]
222,9975.6568257005,-1.0000002449534124,[-1.]
223,9975.6568257005,-1.0000002449534124,[-1.]
224,9975.6568257005,-1.0000002449534124,[-1.]
225,9975.6568257005,-1.0000002449534124,[-1.]
226,9975.6568257005,-1.0000002449534124,[-1.]
227,9975.6568257005,-1.0000002449534124,[-1.]
228,9975.6568257005,-1.0000002449534124,[-1.]
229,9975.6568257005,-1.0000002449534124,[-1.]
230,9975.6568257005,-1.0000002449534124,[-1.]
231,9975.6568257005,-1.0000002449534124,[-1.]
232,9975.6568257005,-1.0000002449534124,[-1.]
233,9975.6568257005,-1.0000002449534124,[-1.]
234,9975.6568257005,-1.0000002449534124,[-1.]
235,9975.6568257005,-1.0000002449534124,[-1.]
236,9975.6568257005,-1.0000002449534124,[-1.]
237,9975.6568257005,-1.0000002449534124,[-1.]
238,9975.6568257005,-1.0000002449534124,[-1.]
239,9975.6568257005,-1.0000002449534124,[-1.]
240,9975.6568257005,-1.0000002449534124,[-1.]
241,9975.6568257005,-1.0000002449534124,[-1.]
242,9975.6568257005,-1.0000002449534124,[-1.]
243,9975.6568257005,-1.0000002449534124,[-1.]
244,9975.6568257005,-1.0000002449534124,[-1.]
245,9975.6568257005,-1.0000002449534124,[-1.]
246,9975.6568257005,-1.0000002449534124,[-1.]
247,9975.6568257005,-1.0000002449534124,[-1.]
248,9975.6568257005,-1.0000002449534124,[-1.]
249,9975.6568257005,-1.0000002449534124,[-1.]
250,9975.6568257005,-1.0000002449534124,[-1.]
251,9975.6568257005,-1.0000002449534124,[-1.]
252,9975.6568257005,-1.0000002449534124,[-1.]
253,9975.6568257005,-1.0000002449534124,[-1.]
254,9975.6568257005,-1.0000002449534124,[-1.]
255,9975.6568257005,-1.0000002449534124,[-1.]
256,9975.6568257005,-1.0000002449534124,[-1.]
257,9975.6568257005,-1.0000002449534124,[-1.]
258,9975.6568257005,-1.0000002449534124,[-1.]
259,9975.6568257005,-1.0000002449534124,[-1.]
260,9975.6568257005,-1.0000002449534124,[-1.]
261,9975.6568257005,-1.0000002449534124,[-1.]
262,9975.6568257005,-1.0000002449534124,[-1.]
263,9975.6568257005,-1.0000002449534124,[-1.]
264,9975.6568257005,-1.0000002449534124,[-1.]
265,9975.6568257005,-1.0000002449534124,[-1.]
266,9975.6568257005,-1.0000002449534124,[-1.]
267,9975.6568257005,-1.0000002449534124,[-1.]
268,9975.6568257005,-1.0000002449534124,[-1.]
269,9975.6568257005,-1.0000002449534124,[-1.]
270,9975.6568257005,-1.0000002449534124,[-1.]
271,9975.6568257005,-1.0000002449534124,[-1.]
272,9975.6568257005,-1.0000002449534124,[-1.]
273,9975.6568257005,-1.0000002449534124,[-1.]
274,9975.6568257005,-1.0000002449534124,[-1.]
275,9975.6568257005,-1.0000002449534124,[-1.]
276,9975.6568257005,-1.0000002449534124,[-1.]
277,9975.6568257005,-1.0000002449534124,[-1.]
278,9975.6568257005,-1.0000002449534124,[-1.]
279,9975.6568257005,-1.0000002449534124,[-1.]
280,9975.6568257005,-1.0000002449534124,[-1.]
281,9975.6568257005,-1.0000002449534124,[-1.]
282,9975.6568257005,-1.0000002449534124,[-1.]
283,9975.6568257005,-1.0000002449534124,[-1.]
284,9975.6568257005,-1.0000002449534124,[-1.]
285,9975.6568257005,-1.0000002449534124,[-1.]
286,9975.6568257005,-1.0000002449534124,[-1.]
287,9975.6568257005,-1.0000002449534124,[-1.]
288,9975.6568257005,-1.0000002449534124,[-1.]
289,9975.6568257005,-1.0000002449534124,[-1.]
290,9975.6568257005,-1.0000002449534124,[-1.]
291,9975.6568257005,-1.0000002449534124,[-1.]
292,9975.6568257005,-1.0000002449534124,[-1.]
293,9975.6568257005,-1.0000002449534124,[-1.]
294,9975.6568257005,-1.0000002449534124,[-1.]
295,9975.6568257005,-1.0000002449534124,[-1.]
296,9975.6568257005,-1.0000002449534124,[-1.]
297,9975.6568257005,-1.0000002449534124,[-1.]
298,9975.6568257005,-1.0000002449534124,[-1.]
299,9975.6568257005,-1.0000002449534124,[-1.]
300,9975.6568257005,-1.0000002449534124,[-1.]
301,9975.6568257005,-1.0000002449534124,[-1.]
302,9975.6568257005,-1.0000002449534124,[-1.]
303,9975.6568257005,-1.0000002449534124,[-1.]
304,9975.6568257005,-1.0000002449534124,[-1.]
305,9975.6568257005,-1.0000002449534124,[-1.]
306,9975.6568257005,-1.0000002449534124,[-1.]
307,9975.6568257005,-1.0000002449534124,[-1.]
308,9975.6568257005,-1.0000002449534124,[-1.]
309,9975.6568257005,-1.0000002449534124,[-1.]
310,9975.6568257005,-1.0000002449534124,[-1.]
311,9975.6568257005,-1.0000002449534124,[-1.]
312,9975.6568257005,-1.0000002449534124,[-1.]
313,9975.6568257005,-1.0000002449534124,[-1.]
314,9975.6568257005,-1.0000002449534124,[-1.]
315,9975.6568257005,-1.0000002449534124,[-1.]
316,9975.6568257005,-1.0000002449534124,[-1.]
317,9975.6568257005,-1.0000002449534124,[-1.]
318,9975.6568257005,-1.0000002449534124,[-1.]
319,9975.6568257005,-1.0000002449534124,[-1.]
320,9975.6568257005,-1.0000002449534124,[-1.]
321,9975.6568257005,-1.0000002449534124,[-1.]
322,9975.6568257005,-1.0000002449534124,[-1.]
323,9975.6568257005,-1.0000002449534124,[-1.]
324,9975.6568257005,-1.0000002449534124,[-1.]
325,9975.6568257005,-1.0000002449534124,[-1.]
326,9975.6568257005,-1.0000002449534124,[-1.]
327,9975.6568257005,-1.0000002449534124,[-1.]
328,9975.6568257005,-1.0000002449534124,[-1.]
329,9975.6568257005,-1.0000002449534124,[-1.]
330,9975.6568257005,-1.0000002449534124,[-1.]
331,9975.6568257005,-1.0000002449534124,[-1.]
332,9975.6568257005,-1.0000002449534124,[-1.]
333,9975.6568257005,-1.0000002449534124,[-1.]
334,9975.6568257005,-1.0000002449534124,[-1.]
335,9975.6568257005,-1.0000002449534124,[-1.]
336,9975.6568257005,-1.0000002449534124,[-1.]
337,9975.6568257005,-1.0000002449534124,[-1.]
338,9975.6568257005,-1.0000002449534124,[-1.]
339,9975.6568257005,-1.0000002449534124,[-1.]
340,9975.6568257005,-1.0000002449534124,[-1.]
341,9975.6568257005,-1.0000002449534124,[-1.]
342,9975.6568257005,-1.0000002449534124,[-1.]
343,9975.6568257005,-1.0000002449534124,[-1.]
344,9975.6568257005,-1.0000002449534124,[-1.]
345,9975.6568257005,-1.0000002449534124,[-1.]
346,9975.6568257005,-1.0000002449534124,[-1.]
347,9975.6568257005,-1.0000002449534124,[-1.]
348,9975.6568257005,-1.0000002449534124,[-1.]
349,9975.6568257005,-1.0000002449534124,[-1.]
350,9975.6568257005,-1.0000002449534124,[-1.]
351,9975.6568257005,-1.0000002449534124,[-1.]
352,9975.6568257005,-1.0000002449534124,[-1.]
353,9975.6568257005,-1.0000002449534124,[-1.]
354,9975.6568257005,-1.0000002449534124,[-1.]
355,9975.6568257005,-1.0000002449534124,[-1.]
356,9975.6568257005,-1.0000002449534124,[-1.]
357,9975.6568257005,-1.0000002449534124,[-1.]
358,9975.6568257005,-1.0000002449534124,[-1.]
359,9975.6568257005,-1.0000002449534124,[-1.]
360,9975.6568257005,-1.0000002449534124,[-1.]
361,9975.6568257005,-1.0000002449534124,[-1.]
362,9975.6568257005,-1.0000002449534124,[-1.]
363,9975.6568257005,-1.0000002449534124,[-1.]
364,9975.6568257005,-1.0000002449534124,[-1.]
365,9975.6568257005,-1.0000002449534124,[-1.]
366,9975.6568257005,-1.0000002449534124,[-1.]
367,9975.6568257005,-1.0000002449534124,[-1.]
368,9975.6568257005,-1.0000002449534124,[-1.]
369,9975.6568257005,-1.0000002449534124,[-1.]
370,9975.6568257005,-1.0000002449534124,[-1.]
371,9975.6568257005,-1.0000002449534124,[-1.]
372,9975.6568257005,-1.0000002449534124,[-1.]
373,9975.6568257005,-1.0000002449534124,[-1.]
374,9975.6568257005,-1.0000002449534124,[-1.]
375,9975.6568257005,-1.0000002449534124,[-1.]
376,9975.6568257005,-1.0000002449534124,[-1.]
377,9975.6568257005,-1.0000002449534124,[-1.]
378,9975.6568257005,-1.0000002449534124,[-1.]
379,9975.6568257005,-1.0000002449534124,[-1.]
380,9975.6568257005,-1.0000002449534124,[-1.]
381,9975.6568257005,-1.0000002449534124,[-1.]
382,9975.6568257005,-1.0000002449534124,[-1.]
383,9975.6568257005,-1.0000002449534124,[-1.]
384,9975.6568257005,-1.0000002449534124,[-1.]
385,9975.6568257005,-1.0000002449534124,[-1.]
386,9975.6568257005,-1.0000002449534124,[-1.]
387,9975.6568257005,-1.0000002449534124,[-1.]
388,9975.6568257005,-1.0000002449534124,[-1.]
389,9975.6568257005,-1.0000002449534124,[-1.]
390,9975.6568257005,-1.0000002449534124,[-1.]
391,9975.6568257005,-1.0000002449534124,[-1.]
392,9975.6568257005,-1.0000002449534124,[-1.]
393,9975.6568257005,-1.0000002449534124,[-1.]
394,9975.6568257005,-1.0000002449534124,[-1.]
395,9975.6568257005,-1.0000002449534124,[-1.]
396,9975.6568257005,-1.0000002449534124,[-1.]
397,9975.6568257005,-1.0000002449534124,[-1.]
398,9975.6568257005,-1.0000002449534124,[-1.]
399,9975.6568257005,-1.0000002449534124,[-1.]
400,9975.6568257005,-1.0000002449534124,[-1.]
401,9975.6568257005,-1.0000002449534124,[-1.]
402,9975.6568257005,-1.0000002449534124,[-1.]
403,9975.6568257005,-1.0000002449534124,[-1.]
404,9975.6568257005,-1.0000002449534124,[-1.]
405,9975.6568257005,-1.0000002449534124,[-1.]
406,9975.6568257005,-1.0000002449534124,[-1.]
407,9975.6568257005,-1.0000002449534124,[-1.]
408,9975.6568257005,-1.0000002449534124,[-1.]
409,9975.6568257005,-1.0000002449534124,[-1.]
410,9975.6568257005,-1.0000002449534124,[-1.]
411,9975.6568257005,-1.0000002449534124,[-1.]
412,9975.6568257005,-1.0000002449534124,[-1.]
413,9975.6568257005,-1.0000002449534124,[-1.]
414,9975.6568257005,-1.0000002449534124,[-1.]
415,9975.6568257005,-1.0000002449534124,[-1.]
416,9975.6568257005,-1.0000002449534124,[-1.]
417,9975.6568257005,-1.0000002449534124,[-1.]
418,9975.6568257005,-1.0000002449534124,[-1.]
419,9975.6568257005,-1.0000002449534124,[-1.]
420,9975.6568257005,-1.0000002449534124,[-1.]
421,9975.6568257005,-1.0000002449534124,[-1.]
422,9975.6568257005,-1.0000002449534124,[-1.]
423,9975.6568257005,-1.0000002449534124,[-1.]
424,9975.6568257005,-1.0000002449534124,[-1.]
425,9975.6568257005,-1.0000002449534124,[-1.]
426,9975.6568257005,-1.0000002449534124,[-1.]
427,9975.6568257005,-1.0000002449534124,[-1.]
428,9975.6568257005,-1.0000002449534124,[-1.]
429,9975.6568257005,-1.0000002449534124,[-1.]
430,9975.6568257005,-1.0000002449534124,[-1.]
431,9975.6568257005,-1.0000002449534124,[-1.]
432,9975.6568257005,-1.0000002449534124,[-1.]
433,9975.6568257005,-1.0000002449534124,[-1.]
434,9975.6568257005,-1.0000002449534124,[-1.]
435,9975.6568257005,-1.0000002449534124,[-1.]
436,9975.6568257005,-1.0000002449534124,[-1.]
437,9975.6568257005,-1.0000002449534124,[-1.]
438,9975.6568257005,-1.0000002449534124,[-1.]
439,9975.6568257005,-1.0000002449534124,[-1.]
440,9975.6568257005,-1.0000002449534124,[-1.]
441,9975.6568257005,-1.0000002449534124,[-1.]
442,9975.6568257005,-1.0000002449534124,[-1.]
443,9975.6568257005,-1.0000002449534124,[-1.]
444,9975.6568257005,-1.0000002449534124,[-1.]
445,9975.6568257005,-1.0000002449534124,[-1.]
446,9975.6568257005,-1.0000002449534124,[-1.]
447,9975.6568257005,-1.0000002449534124,[-1.]
448,9975.6568257005,-1.0000002449534124,[-1.]
449,9975.6568257005,-1.0000002449534124,[-1.]
450,9975.6568257005,-1.0000002449534124,[-1.]
451,9975.6568257005,-1.0000002449534124,[-1.]
452,9975.6568257005,-1.0000002449534124,[-1.]
453,9975.6568257005,-1.0000002449534124,[-1.]
454,9975.6568257005,-1.0000002449534124,[-1.]
455,9975.6568257005,-1.0000002449534124,[-1.]
456,9975.6568257005,-1.0000002449534124,[-1.]
457,9975.6568257005,-1.0000002449534124,[-1.]
458,9975.6568257005,-1.0000002449534124,[-1.]
459,9975.6568257005,-1.0000002449534124,[-1.]
460,9975.6568257005,-1.0000002449534124,[-1.]
461,9975.6568257005,-1.0000002449534124,[-1.]
462,9975.6568257005,-1.0000002449534124,[-1.]
463,9975.6568257005,-1.0000002449534124,[-1.]
464,9975.6568257005,-1.0000002449534124,[-1.]
465,9975.6568257005,-1.0000002449534124,[-1.]
466,9975.6568257005,-1.0000002449534124,[-1.]
467,9975.6568257005,-1.0000002449534124,[-1.]
468,9975.6568257005,-1.0000002449534124,[-1.]
469,9975.6568257005,-1.0000002449534124,[-1.]
470,9975.6568257005,-1.0000002449534124,[-1.]
471,9975.6568257005,-1.0000002449534124,[-1.]
472,9975.6568257005,-1.0000002449534124,[-1.]
473,9975.6568257005,-1.0000002449534124,[-1.]
474,9975.6568257005,-1.0000002449534124,[-1.]
475,9975.6568257005,-1.0000002449534124,[-1.]
476,9975.6568257005,-1.0000002449534124,[-1.]
477,9975.6568257005,-1.0000002449534124,[-1.]
478,9975.6568257005,-1.0000002449534124,[-1.]
479,9975.6568257005,-1.0000002449534124,[-1.]
480,9975.6568257005,-1.0000002449534124,[-1.]
481,9975.6568257005,-1.0000002449534124,[-1.]
482,9975.6568257005,-1.0000002449534124,[-1.]
483,9975.6568257005,-1.0000002449534124,[-1.]
484,9975.6568257005,-1.0000002449534124,[-1.]
485,9975.6568257005,-1.0000002449534124,[-1.]
486,9975.6568257005,-1.0000002449534124,[-1.]
487,9975.6568257005,-1.0000002449534124,[-1.]
488,9975.6568257005,-1.0000002449534124,[-1.]
489,9975.6568257005,-1.0000002449534124,[-1.]
490,9975.6568257005,-1.0000002449534124,[-1.]
491,9975.6568257005,-1.0000002449534124,[-1.]
492,9975.6568257005,-1.0000002449534124,[-1.]
493,9975.6568257005,-1.0000002449534124,[-1.]
494,9975.6568257005,-1.0000002449534124,[-1.]
495,9975.6568257005,-1.0000002449534124,[-1.]
496,9975.6568257005,-1.0000002449534124,[-1.]
497,9975.6568257005,-1.0000002449534124,[-1.]
498,9975.6568257005,-1.0000002449534124,[-1.]
499,9975.6568257005,-1.0000002449534124,[-1.]
